SHA256,NCS
C083748C6CD536A9EE6BA734C031D6EE14341209ABB097AA76313418DCAE211A,0.646904405
39524827FF7B96D230133060A4B8116A343E90744ED27C7A05B2FE5A7ED41CC6,0.640147708
EABDFB7CB9E85A6305BF892ED0779589A27490F7F95A27D7EA0E5055F29C2FEB,0.646699198
9C64DDC5E111307174ECF3E53219AC23755B8FFACA759D4936C95108F4D6A761,0.643299069
D7C443FF71D1A3814DD33CB2704274A7B83667ACE827C15D3F364800571E7F88,0.6776078
AF0453E857603895C7AFFEE3754C7BB7D7D1D1B254FCF1E4125D22CF62C71B82,0.688514373
BE35B81CA1BE7F56686595F48364EAB3683E594EE7A9F0BCC0B45000233FDEB7,0.652283598
C0A491E685AA273C188163B05CCBA58690584AB1A3A64F9F45A8BF9742182A04,0.63728528
7C4A6A05832BA779495F701AD3456E6237F7A7F43B22E84C534CCEA89D3C4497,0.669166264
D5428DF3DCACAE965B40CCF44C694B42B37A6263323814747BAB7683371555C2,0.618303616
B9F74637782AD49680AF1D27396984B9163718B530AA42D6127FAE63F3F12FD7,0.649344376
3720E08AA44D54EEAA1975AE877523F7BBF0CC31BA330C73CBF981B0564907E4,0.608864167
459A58150F21317077503CE13DC1C6798333630D3AD5989BAD3C6C4BDEEC2E2F,0.607971894
2EAB42F651D8374E0AC9C3EBA0DF17CC616BC40697E01B6D2251F19B83788B04,0.624769866
8AC5DA389900CD7AC3A58A68CF2E9C40A399E220EBC40C578ECBBE1CCA954F01,0.574114624
E6DEBB759EA60B341CA6F591506152EE469C699C9148B1582E03DB007C627CDE,0.64380305
06AA8AA575CD7AE972189E95FFD8152C2A38862FA4E56911535B5741FAF1C528,0.621394563
53A7ED6AB47CE8CA460A7360FB40C4D50672BD5B2D5639CBC2BD86BD91A76A9B,0.660008153
31CFDE0E857352DB144C98F117277C9CDA018B60C8464E07E12B3AB52AED3473,0.636913281
7A190C4978E716B1BBCFDDFC6CFEFC87230B979A42EA79949296BDC25722FE2A,0.597637315
D0CCA468EE43EE6A5128847149F6AD281A796AEAB0D2E75933A486BCB1ACC503,0.659997467
4A660D058733BA43F6FF40F98F9711E1F42FFF578FDD3BE288E5D03EDDD50CE1,0.604405312
92692E11F9584C557639033673B2F65A9F73F7677F80C688A3CE37B55F99169E,0.658535039
6464286338BE0F963DE9046A5F6D9FB82376EE3491EE52036D20F8047853EB14,0.667668484
85973DC015EDD2E78D354F40EC3D1F9FC52102138B1F05C86B93DFDE8839D851,0.649452591
F6F7C37D3C8B26174F17EB2D86034819AC68F4D04901A228CDE62FFA9011B3EF,0.641646325
7E57A8DA68D48B711437814153390DE06E8757CA5FDCD41F1ECCAE5A07390DCD,0.669717867
5F63A5A9B3B5C9DCB7102CE0D8930510F1A21067C7034E13E6D09A001052024B,0.667466569
D0A23A00D5CB0C02BDDED1EB67CFA5B31D5A0335D328A042E6E918CE5BD3FD14,0.685380438
3F57ED9EFC564681D801E3266D1E428ED2038FBA725DDDDF106E4EEEF378E785,0.675871906
1A6E08ADA04650508A6029556635DF70730A884201EA8D9E016334A474B9D86C,0.643272365
34E9583396F1E5C125DF5C7AA9C46527E3538FADF5C649823B4F199D3A5F0BFF,0.64429506
7534E2BD0C1277FBAAFD9652FFB4AAC96F1D67F397CD35D8E8784D5E3B8D6B31,0.674673168
1F3B31D38C2ECB3FE9069D78D6BAB73C01D7FD11900862F90049AD13DD5FFFEC,0.570517324
4A985C4FF72442A988C20596FD01B5995AEC95938D8606AADFCD6AC9C35F8A7B,0.643654052
B99AE8A1E22CD123E6001EF7422A7868034E83181D43C4438B675BC02E8535E5,0.654310553
0A40FF516DB1D275723B069971EAEDC6AA2AD27E640DC8B8BF981B952C30FD47,0.630971675
921D0511BF0E339393E829855A25736F9C371D5265C79C62E3F744A99AB3CE56,0.607704021
69FDF3A1F0586B335DB7FBBBA03F92B0A204256773D3C843DDE058CB0A179018,0.607473699
D0748109A860E2E6446E9BDEBCDF6404CA6DD1A444C31ADD6E44050BA31184DE,0.67607975
F35578E41E5104C4348A34A0E8CF2CD46670A523C3388C7B1F654AAA5DBE736B,0.608354225
E66F70F302ABB366D4A5B299B6B555EE44A119A3FE6F9689DBE478874AEE0D63,0.659374798
BCAE866A08DDF420E1485ADCC0D5415C4A98180581E8CD8518209701F0741643,0.693196243
ED393619F7B3D4B62A9B560279986017BBFDA8D8047C12DEAB7C9177F9BB1DA3,0.61818746
E1CE4CE53F4BAEE270A0A9A9C61C389C5F1FDC618521C97853F5F10D32C1268E,0.629996123
8464B5F47F212A03525EDBE220A358EEEF9E10523B93D7368B02F22B37B79274,0.652794579
9B7F2358F3DA715B8C7A37B14ECC15D96E087A1F740054E5E1A8C93AA4A59C61,0.632857628
AEBA118636615BC3A036A3161AF7F16033A6EB7B321AA67BEF94BEADF3258AAF,0.63129939
AD2CA80B00390BEB4C847E2002EAE652DCD3EECDE934ED14D95ED01729373957,0.631988114
C529E48C8F24B3C04547D4D54D875CCF662EB7C6DAC1F9C735763F229FEC9A00,0.556175982
3A2514563D6E92E4D8CA4F4AF499DD449F1ADD77DD6A0CE13B74062B2DBEE5F1,0.535352314
BC7B35738B6315020B414388C8AE497E4AA2D44896687EB0E8753AE5B87AD550,0.55640026
057809E3B42B8B7A4F437A8CDBED5F7B78DA66127794F8A9BF4F686693544BE3,0.663956477
9BA9AD408A114192254671B24B01AF7980F879F3962232389CCC835ACB87582A,0.601565037
A69605CF0369CFE883E004403352A48A55B73B4BDA1E7783212E259AC7371D56,0.630218373
3A66920DAC03FF7F7AE3A6C7A8DB9ECFF08AF68D66A040ABF776D5060D577BE2,0.603375145
442D3FB99A211111DDC64ED58AF40F9A2ACAFB57EC80E36723AC8457F3859E24,0.591908737
90B4EA5B5B05D0651610E4F07BA3809BFA43A4BEE2CD96C5880A63E68FE75840,0.599608489
D1DDFD14F87FCE144E16E3D2F3ED7F72A92D840A6B0DC77620F704DB6167AFD5,0.630833318
5ABAA68C979F7FA1933CF02B421D99E8109494C6038FD4EB3C9F4F338EDFD7AF,0.597266542
6114D2F202B3EE3A524BADD420BA3ACEAC95ECC41DE56538A3BE9BFDC579C5DC,0.659418846
EDDA95F68C0CDF9F4C13E4E35211B42666C014F2C0831210B59296071139F159,0.597364355
B3939D0E5857A2F382236B572FDF732A41DE13E24650DE43B5B826FB97A361F6,0.670566276
F8D3648FD1FEE0B6C470574509EE013815CBD919CD1788BF2BC7C1147C08BC45,0.671623589
782BD210A89825DE20E211EE49066D5C1595CB1346658873FEAB600E032F0D92,0.614454399
¾ùÖµ,0.627756977
·½²î,0.001275557
